,Sold to Customer,Country,Customer region redefined,Pr CFN,recommend,Pr Division,confidence,Qty in Sales unit of measure (SUM),base average qty,base weightage qty,recommend average qty,final recommend qty,final recommend qty w probability
10575,136075881712,Australia,Queensland,ACC-822BK,ACC-1601,Diabetes,0.68,1.0,1.0,0.0,2.0,2.0,0.0
10576,136075881712,Australia,Queensland,MMT-1891,MMT-7910W5,Diabetes,0.52,1.0,1.0,0.0,3.0,3.0,3.0
10577,136082732435,Australia,New South Wales,MMT-1891,MMT-7910W5,Diabetes,0.52,1.0,1.0,0.0,3.0,3.0,0.0
10578,136098393514,Australia,New South Wales,MMT-1891,MMT-7910W5,Diabetes,0.52,1.0,1.0,0.0,3.0,3.0,0.0
10579,136098642299,Australia,Western Australia,MMT-7020C5,MMT-7810W1,Diabetes,0.51,10.0,26.0,-0.62,2.0,1.0,1.0
10580,136098758145,Australia,New South Wales,MMT-1891,MMT-7910W5,Diabetes,0.52,1.0,1.0,0.0,3.0,3.0,0.0
10581,136118463642,Australia,New South Wales,MMT-7020C5,MMT-7810W1,Diabetes,0.51,9.0,26.0,-0.65,2.0,1.0,0.0
10582,136155715583,Australia,Victoria,MMT-1891,MMT-7910W5,Diabetes,0.52,1.0,1.0,0.0,3.0,3.0,0.0
10583,136176673628,Australia,Victoria,MMT-1891,MMT-7910W5,Diabetes,0.52,1.0,1.0,0.0,3.0,3.0,3.0
10584,136181034149,Australia,Queensland,MMT-1891,MMT-7910W5,Diabetes,0.52,1.0,1.0,0.0,3.0,3.0,0.0
10585,136198978351,Australia,Victoria,MMT-1891,MMT-7910W5,Diabetes,0.52,1.0,1.0,0.0,3.0,3.0,0.0
10586,136213864623,Australia,Queensland,MMT-1891,MMT-7910W5,Diabetes,0.52,1.0,1.0,0.0,3.0,3.0,0.0
10587,136229873195,Australia,Queensland,MMT-7020C5,MMT-7810W1,Diabetes,0.51,19.0,26.0,-0.27,2.0,1.0,1.0
10588,136234658411,Australia,New South Wales,MMT-1891,MMT-7910W5,Diabetes,0.52,1.0,1.0,0.0,3.0,3.0,0.0
10589,136247732415,Australia,Queensland,MMT-1891,MMT-7910W5,Diabetes,0.52,1.0,1.0,0.0,3.0,3.0,0.0
10590,136253855937,Australia,Victoria,MMT-7020C5,MMT-7810W1,Diabetes,0.51,18.0,26.0,-0.31,2.0,1.0,0.0
10591,136254363186,Australia,New South Wales,D-YS,DS100A,MITG,0.8,2.0,9.0,-0.78,42.0,9.0,9.0
10592,136259739759,New Zealand,New Zealand,8886803712,150462,MITG,0.53,17.0,113.0,-0.85,75.0,11.0,0.0
10593,136259739759,New Zealand,New Zealand,ABSTACK30X,DS100A,MITG,0.54,23.0,62.0,-0.63,42.0,16.0,16.0
10594,136259739759,New Zealand,New Zealand,EASYCAPII6,DS100A,MITG,0.5,1.0,18.0,-0.94,42.0,3.0,3.0
10595,136259739759,New Zealand,New Zealand,LF1837,173050G,MITG,0.5,132.0,108.0,0.22,84.0,102.0,102.0
10596,136259739759,New Zealand,New Zealand,LF1837,DS100A,MITG,0.58,132.0,108.0,0.22,42.0,51.0,0.0
10597,136259739759,New Zealand,New Zealand,LF1937,340-000-000,MITG,0.5,89.0,125.0,-0.29,24.0,17.0,0.0
10598,136259739759,New Zealand,New Zealand,LF1937,DS100A,MITG,0.58,89.0,125.0,-0.29,42.0,30.0,0.0
10599,136259739759,New Zealand,New Zealand,TECR1410DP2,DS100A,MITG,0.54,11.0,61.0,-0.82,42.0,8.0,8.0
10600,136269346841,Australia,South Australia,MMT-7020C5,MMT-7810W1,Diabetes,0.51,5.0,26.0,-0.81,2.0,0.0,0.0
10601,136284629947,Australia,New South Wales,MMT-1891,MMT-7910W5,Diabetes,0.52,1.0,1.0,0.0,3.0,3.0,0.0
10602,136294041472,Australia,South Australia,MMT-7020C5,MMT-7810W1,Diabetes,0.51,22.0,26.0,-0.15,2.0,2.0,2.0
10603,136297847797,Australia,New South Wales,MMT-1891,MMT-7910W5,Diabetes,0.52,1.0,1.0,0.0,3.0,3.0,3.0
10604,136300356375,Australia,Queensland,186-0106,LF1837,MITG,0.51,1.0,137.0,-0.99,108.0,1.0,0.0
10605,136300356375,Australia,Queensland,8886803712,150462,MITG,0.53,6.0,113.0,-0.95,75.0,4.0,0.0
10606,136300356375,Australia,Queensland,8886803712,LF1837,MITG,0.54,6.0,113.0,-0.95,108.0,5.0,5.0
10607,136300356375,Australia,Queensland,8886803712,LF1937,MITG,0.59,6.0,113.0,-0.95,125.0,6.0,6.0
10608,136300356375,Australia,Queensland,EASYCAPII6,DS100A,MITG,0.5,1.0,18.0,-0.94,42.0,3.0,0.0
10609,136300356375,Australia,Queensland,EASYCAPII6,LF1837,MITG,0.5,1.0,18.0,-0.94,108.0,6.0,0.0
10610,136300356375,Australia,Queensland,X3-003-000,340-000-000,MITG,0.87,1.0,6.0,-0.83,24.0,4.0,4.0
10611,136300356375,Australia,Queensland,X3-003-000,350-005-000,MITG,0.88,1.0,6.0,-0.83,14.0,2.0,2.0
10612,136300356375,Australia,Queensland,X3-003-000,350-013-000,MITG,0.91,1.0,6.0,-0.83,13.0,2.0,2.0
10613,136312193452,Australia,Victoria,MMT-1891,MMT-7910W5,Diabetes,0.52,1.0,1.0,0.0,3.0,3.0,3.0
10614,136316797543,Australia,Victoria,MMT-7020C5,MMT-7810W1,Diabetes,0.51,1.0,26.0,-0.96,2.0,0.0,0.0
10615,136321222331,Australia,New South Wales,MMT-1891,MMT-7910W5,Diabetes,0.52,1.0,1.0,0.0,3.0,3.0,3.0
10616,136343964314,Australia,Western Australia,MMT-1891,MMT-7910W5,Diabetes,0.52,1.0,1.0,0.0,3.0,3.0,0.0
10617,136364844271,Australia,Victoria,MMT-1891,MMT-7910W5,Diabetes,0.52,1.0,1.0,0.0,3.0,3.0,0.0
10618,136368532556,Australia,New South Wales,MMT-7020C5,MMT-7810W1,Diabetes,0.51,9.0,26.0,-0.65,2.0,1.0,0.0
10619,136377258485,Australia,New South Wales,MMT-1891,MMT-7910W5,Diabetes,0.52,1.0,1.0,0.0,3.0,3.0,3.0
10620,136377258485,Australia,New South Wales,MMT-7020C5,MMT-7810W1,Diabetes,0.51,6.0,26.0,-0.77,2.0,0.0,0.0
10621,136386015172,Australia,Tasmania,MMT-7020C5,MMT-7810W1,Diabetes,0.51,2.0,26.0,-0.92,2.0,0.0,0.0
10622,136399639831,Australia,New South Wales,MMT-1891,MMT-7910W5,Diabetes,0.52,1.0,1.0,0.0,3.0,3.0,0.0
10623,136399639831,Australia,New South Wales,MMT-7020C5,MMT-7810W1,Diabetes,0.51,23.0,26.0,-0.12,2.0,2.0,2.0
10624,136425458182,Australia,New South Wales,MMT-7020C5,MMT-7810W1,Diabetes,0.51,11.0,26.0,-0.58,2.0,1.0,1.0
10625,136435116572,Australia,Victoria,MMT-7020C5,MMT-7810W1,Diabetes,0.51,1.0,26.0,-0.96,2.0,0.0,0.0
10626,136437458522,Australia,Victoria,MMT-1891,MMT-7910W5,Diabetes,0.52,1.0,1.0,0.0,3.0,3.0,3.0
10627,136455972334,Australia,New South Wales,MMT-1891,MMT-7910W5,Diabetes,0.52,1.0,1.0,0.0,3.0,3.0,0.0
10628,136456042816,Australia,Queensland,MMT-1891,MMT-7910W5,Diabetes,0.52,1.0,1.0,0.0,3.0,3.0,3.0
10629,136474979284,Australia,Victoria,MMT-7020C5,MMT-7810W1,Diabetes,0.51,7.0,26.0,-0.73,2.0,1.0,0.0
10630,136482079443,Australia,Western Australia,MMT-7020C5,MMT-7810W1,Diabetes,0.51,17.0,26.0,-0.35,2.0,1.0,1.0
10631,136565519237,Australia,New South Wales,MMT-7910W5,MMT-1891,Diabetes,0.88,1.0,3.0,-0.67,1.0,0.0,0.0
10632,136565519237,Australia,New South Wales,MMT-7910W5,MMT-7020C5,Diabetes,0.95,1.0,3.0,-0.67,26.0,9.0,9.0
10633,136583856753,Australia,New South Wales,ACC-822BK,ACC-1601,Diabetes,0.68,2.0,1.0,1.0,2.0,4.0,4.0
10634,136593725897,Australia,Victoria,MMT-7020C5,MMT-7810W1,Diabetes,0.51,3.0,26.0,-0.88,2.0,0.0,0.0
10635,136618294317,Australia,Victoria,MMT-7020C5,MMT-7810W1,Diabetes,0.51,1.0,26.0,-0.96,2.0,0.0,0.0
10636,136618667825,Australia,New South Wales,MMT-1891,MMT-7910W5,Diabetes,0.52,1.0,1.0,0.0,3.0,3.0,0.0
10637,136680014983,Australia,Western Australia,MMT-7020C5,MMT-7810W1,Diabetes,0.51,13.0,26.0,-0.5,2.0,1.0,1.0
10638,136743534373,Australia,Western Australia,MMT-7020C5,MMT-7810W1,Diabetes,0.51,1.0,26.0,-0.96,2.0,0.0,0.0
10639,136757084231,Australia,Victoria,MMT-7020C5,MMT-7810W1,Diabetes,0.51,2.0,26.0,-0.92,2.0,0.0,0.0
10640,136823665585,Australia,Victoria,EASYCAPII6,DS100A,MITG,0.5,0.33,18.0,-0.98,42.0,1.0,1.0
10641,136823665585,Australia,Victoria,EASYCAPII6,LF1837,MITG,0.5,0.33,18.0,-0.98,108.0,2.0,0.0
10642,136874433446,Australia,New South Wales,MMT-1891,MMT-7910W5,Diabetes,0.52,1.0,1.0,0.0,3.0,3.0,0.0
10643,136892013711,Australia,South Australia,MMT-1891,MMT-7910W5,Diabetes,0.52,1.0,1.0,0.0,3.0,3.0,3.0
10644,136908788651,Australia,Queensland,ACC-822BK,ACC-1601,Diabetes,0.68,1.0,1.0,0.0,2.0,2.0,2.0
10645,136917525984,Australia,Victoria,MMT-7020C5,MMT-7810W1,Diabetes,0.51,2.0,26.0,-0.92,2.0,0.0,0.0
10646,137016446742,Australia,Victoria,MMT-7020C5,MMT-7810W1,Diabetes,0.51,2.0,26.0,-0.92,2.0,0.0,0.0
10647,137029571346,Australia,New South Wales,MMT-7020C5,MMT-7810W1,Diabetes,0.51,21.0,26.0,-0.19,2.0,2.0,2.0
10648,137042056187,Australia,Victoria,MMT-7020C5,MMT-7810W1,Diabetes,0.51,4.0,26.0,-0.85,2.0,0.0,0.0
10649,137042056187,Australia,Victoria,MMT-7910W5,MMT-1891,Diabetes,0.88,1.0,3.0,-0.67,1.0,0.0,0.0
10650,137075198473,Australia,Victoria,MMT-7020C5,MMT-7810W1,Diabetes,0.51,15.0,26.0,-0.42,2.0,1.0,1.0
10651,137119419445,Australia,Western Australia,MMT-7020C5,MMT-7810W1,Diabetes,0.51,16.0,26.0,-0.38,2.0,1.0,1.0
10652,137124728322,Australia,New South Wales,MMT-7020C5,MMT-7810W1,Diabetes,0.51,18.0,26.0,-0.31,2.0,1.0,0.0
10653,137127821964,Australia,New South Wales,MMT-7020C5,MMT-7810W1,Diabetes,0.51,17.0,26.0,-0.35,2.0,1.0,0.0
10654,137133795597,Australia,South Australia,MMT-1891,MMT-7910W5,Diabetes,0.52,1.0,1.0,0.0,3.0,3.0,0.0
10655,137136951161,Australia,Victoria,MMT-1891,MMT-7910W5,Diabetes,0.52,1.0,1.0,0.0,3.0,3.0,0.0
10656,137137384459,Australia,New South Wales,MMT-7020C5,MMT-7810W1,Diabetes,0.51,10.0,26.0,-0.62,2.0,1.0,0.0
10657,137138732968,Australia,New South Wales,MMT-7020C5,MMT-7810W1,Diabetes,0.51,15.0,26.0,-0.42,2.0,1.0,0.0
10658,137221121561,Australia,Victoria,ACC-822BK,ACC-1601,Diabetes,0.68,1.0,1.0,0.0,2.0,2.0,0.0
10659,137223444686,Australia,Queensland,MMT-1891,MMT-7910W5,Diabetes,0.52,1.0,1.0,0.0,3.0,3.0,0.0
10660,137241118821,Australia,Victoria,ACC-822BK,ACC-1601,Diabetes,0.68,1.0,1.0,0.0,2.0,2.0,2.0
10661,137252267717,Australia,Victoria,MMT-7020C5,MMT-7810W1,Diabetes,0.51,9.0,26.0,-0.65,2.0,1.0,1.0
10662,137253353319,Australia,Victoria,ACC-822BK,ACC-1601,Diabetes,0.68,1.0,1.0,0.0,2.0,2.0,2.0
10663,137265582281,Australia,New South Wales,MMT-7020C5,MMT-7810W1,Diabetes,0.51,11.0,26.0,-0.58,2.0,1.0,1.0
10664,137310565866,Australia,South Australia,MMT-7020C5,MMT-7810W1,Diabetes,0.51,15.0,26.0,-0.42,2.0,1.0,1.0
10665,137449636813,Australia,New South Wales,MMT-7020C5,MMT-7810W1,Diabetes,0.51,21.0,26.0,-0.19,2.0,2.0,2.0
10666,137451119157,Australia,New South Wales,MMT-1891,MMT-7910W5,Diabetes,0.52,1.0,1.0,0.0,3.0,3.0,0.0
10667,137529798152,Australia,New South Wales,MMT-7020C5,MMT-7810W1,Diabetes,0.51,19.0,26.0,-0.27,2.0,1.0,1.0
10668,137548926536,Australia,Queensland,MMT-7020C5,MMT-7810W1,Diabetes,0.51,11.0,26.0,-0.58,2.0,1.0,0.0
10669,137556939724,Australia,Queensland,ACC-822BK,ACC-1601,Diabetes,0.68,1.0,1.0,0.0,2.0,2.0,2.0
10670,137565818894,Australia,Aust Capital Terr,MMT-1891,MMT-7910W5,Diabetes,0.52,1.0,1.0,0.0,3.0,3.0,0.0
10671,137577368112,Australia,New South Wales,MMT-7020C5,MMT-7810W1,Diabetes,0.51,2.0,26.0,-0.92,2.0,0.0,0.0
10672,137597049744,Australia,New South Wales,MMT-7020C5,MMT-7810W1,Diabetes,0.51,11.0,26.0,-0.58,2.0,1.0,0.0
10673,137713761629,Australia,Victoria,MMT-7020C5,MMT-7810W1,Diabetes,0.51,8.0,26.0,-0.69,2.0,1.0,1.0
10674,137750667192,Australia,Victoria,MMT-1891,MMT-7910W5,Diabetes,0.52,1.0,1.0,0.0,3.0,3.0,0.0
10675,137755685429,Australia,Aust Capital Terr,MMT-7020C5,MMT-7810W1,Diabetes,0.51,17.0,26.0,-0.35,2.0,1.0,0.0
10676,137768495181,Australia,New South Wales,MMT-7020C5,MMT-7810W1,Diabetes,0.51,7.0,26.0,-0.73,2.0,1.0,0.0
10677,137772793351,Australia,New South Wales,MMT-7020C5,MMT-7810W1,Diabetes,0.51,18.0,26.0,-0.31,2.0,1.0,0.0
10678,137800876132,Australia,Tasmania,MMT-1891,MMT-7910W5,Diabetes,0.52,1.0,1.0,0.0,3.0,3.0,3.0
10679,137810567835,Australia,New South Wales,MMT-1891,MMT-7910W5,Diabetes,0.52,1.0,1.0,0.0,3.0,3.0,3.0
10680,137811646553,Australia,Western Australia,MMT-7020C5,MMT-7810W1,Diabetes,0.51,22.0,26.0,-0.15,2.0,2.0,0.0
10681,137813054555,Australia,New South Wales,MMT-7020C5,MMT-7810W1,Diabetes,0.51,12.0,26.0,-0.54,2.0,1.0,1.0
10682,137860669926,Australia,New South Wales,MMT-7020C5,MMT-7810W1,Diabetes,0.51,17.0,26.0,-0.35,2.0,1.0,0.0
10683,137867694271,Australia,Victoria,MMT-1891,MMT-7910W5,Diabetes,0.52,1.0,1.0,0.0,3.0,3.0,3.0
10684,137935365242,Australia,New South Wales,173022,DS100A,MITG,0.6,3.0,7.0,-0.57,42.0,18.0,18.0
10685,137935365242,Australia,New South Wales,173022,LF1837,MITG,0.72,3.0,7.0,-0.57,108.0,46.0,0.0
10686,137935365242,Australia,New South Wales,174006,LF1837,MITG,0.69,11.0,19.0,-0.42,108.0,63.0,63.0
10687,137935365242,Australia,New South Wales,186-0106,LF1837,MITG,0.51,8.0,137.0,-0.94,108.0,6.0,0.0
10688,137935365242,Australia,New South Wales,350-005-000,300-000-000,MITG,0.5,2.0,14.0,-0.86,4.0,1.0,1.0
10689,137935365242,Australia,New South Wales,350-013-000,300-000-000,MITG,0.51,3.0,13.0,-0.77,4.0,1.0,0.0
10690,137935365242,Australia,New South Wales,8886803712,150462,MITG,0.53,1.0,113.0,-0.99,75.0,1.0,0.0
10691,137935365242,Australia,New South Wales,8886803712,LF1837,MITG,0.54,1.0,113.0,-0.99,108.0,1.0,0.0
10692,137935365242,Australia,New South Wales,ABSTACK30X,DS100A,MITG,0.54,30.0,62.0,-0.52,42.0,20.0,20.0
10693,137935365242,Australia,New South Wales,ABSTACK30X,LF1837,MITG,0.64,30.0,62.0,-0.52,108.0,52.0,52.0
10694,137935365242,Australia,New South Wales,EASYCAPII6,DS100A,MITG,0.5,4.0,18.0,-0.78,42.0,9.0,0.0
10695,137935365242,Australia,New South Wales,EASYCAPII6,LF1837,MITG,0.5,4.0,18.0,-0.78,108.0,24.0,0.0
10696,137935365242,Australia,New South Wales,EGIA45AMT,LF1837,MITG,0.77,4.0,28.0,-0.86,108.0,15.0,15.0
10697,137935365242,Australia,New South Wales,EGIA45AVM,LF1837,MITG,0.78,3.0,16.0,-0.81,108.0,21.0,21.0
10698,137935365242,Australia,New South Wales,EGIA60AMT,DS100A,MITG,0.59,10.0,109.0,-0.91,42.0,4.0,4.0
10699,137935365242,Australia,New South Wales,EGIA60AMT,LF1837,MITG,0.74,10.0,109.0,-0.91,108.0,10.0,10.0
10700,137935365242,Australia,New South Wales,EGIA60AVM,LF1837,MITG,0.78,2.0,30.0,-0.93,108.0,8.0,8.0
10701,137935365242,Australia,New South Wales,LF1937,DS100A,MITG,0.58,6.0,125.0,-0.95,42.0,2.0,2.0
10702,137935365242,Australia,New South Wales,LF1937,LF1837,MITG,0.7,6.0,125.0,-0.95,108.0,5.0,5.0
10703,137935365242,Australia,New South Wales,OMS-PDB1000,LF1837,MITG,0.69,3.0,12.0,-0.75,108.0,27.0,0.0
10704,137935365242,Australia,New South Wales,OMS-PDBS2,DS100A,MITG,0.58,1.0,19.0,-0.95,42.0,2.0,2.0
10705,137935365242,Australia,New South Wales,OMS-PDBS2,LF1837,MITG,0.68,1.0,19.0,-0.95,108.0,5.0,5.0
10706,137935365242,Australia,New South Wales,OMS-T10SB,DS100A,MITG,0.58,4.0,25.0,-0.84,42.0,7.0,0.0
10707,137935365242,Australia,New South Wales,OMS-T10SB,LF1837,MITG,0.64,4.0,25.0,-0.84,108.0,17.0,17.0
10708,137935365242,Australia,New South Wales,PEDICAP,LF1837,MITG,0.53,1.0,24.0,-0.96,108.0,4.0,4.0
10709,137935365242,Australia,New South Wales,SIG60AXT,LF1837,MITG,0.78,20.0,108.0,-0.81,108.0,21.0,21.0
10710,137936389473,Australia,New South Wales,115-70,186-0106,MITG,0.65,11.0,17.0,-0.35,137.0,89.0,89.0
10711,137936389473,Australia,New South Wales,115-70,LF1937,MITG,0.65,11.0,17.0,-0.35,125.0,81.0,81.0
10712,137936389473,Australia,New South Wales,115-80,186-0106,MITG,0.66,6.0,16.0,-0.62,137.0,52.0,52.0
10713,137936389473,Australia,New South Wales,115-80,LF1937,MITG,0.64,6.0,16.0,-0.62,125.0,48.0,48.0
10714,137936389473,Australia,New South Wales,173022,DS100A,MITG,0.6,1.0,7.0,-0.86,42.0,6.0,0.0
10715,137936389473,Australia,New South Wales,173022,LF1837,MITG,0.72,1.0,7.0,-0.86,108.0,15.0,15.0
10716,137936389473,Australia,New South Wales,176630,LF1837,MITG,0.72,1.0,147.0,-0.99,108.0,1.0,1.0
10717,137936389473,Australia,New South Wales,ABSTACK30X,186-0106,MITG,0.53,14.0,62.0,-0.77,137.0,32.0,0.0
10718,137936389473,Australia,New South Wales,ABSTACK30X,DS100A,MITG,0.54,14.0,62.0,-0.77,42.0,10.0,0.0
10719,137936389473,Australia,New South Wales,ABSTACK30X,LF1837,MITG,0.64,14.0,62.0,-0.77,108.0,25.0,25.0
10720,137936389473,Australia,New South Wales,EASYCAPII6,DS100A,MITG,0.5,1.0,18.0,-0.94,42.0,3.0,3.0
10721,137936389473,Australia,New South Wales,EASYCAPII6,LF1837,MITG,0.5,1.0,18.0,-0.94,108.0,6.0,0.0
10722,137936389473,Australia,New South Wales,EGIA45AMT,LF1837,MITG,0.77,14.0,28.0,-0.5,108.0,54.0,54.0
10723,137936389473,Australia,New South Wales,EGIA45AVM,LF1837,MITG,0.78,6.0,16.0,-0.62,108.0,41.0,0.0
10724,137936389473,Australia,New South Wales,EGIA60AMT,186-0106,MITG,0.57,34.0,109.0,-0.69,137.0,42.0,0.0
10725,137936389473,Australia,New South Wales,EGIA60AMT,DS100A,MITG,0.59,34.0,109.0,-0.69,42.0,13.0,13.0
10726,137936389473,Australia,New South Wales,EGIA60AMT,LF1837,MITG,0.74,34.0,109.0,-0.69,108.0,33.0,33.0
10727,137936389473,Australia,New South Wales,EGIA60AVM,LF1837,MITG,0.78,2.0,30.0,-0.93,108.0,8.0,8.0
10728,137936389473,Australia,New South Wales,EGIA60AVM,LF1937,MITG,0.86,2.0,30.0,-0.93,125.0,9.0,9.0
10729,137936389473,Australia,New South Wales,OMS-PDB1000,LF1837,MITG,0.69,3.0,12.0,-0.75,108.0,27.0,0.0
10730,137936389473,Australia,New South Wales,OMS-PDBS2,340-000-000,MITG,0.51,4.0,19.0,-0.79,24.0,5.0,0.0
10731,137936389473,Australia,New South Wales,OMS-PDBS2,DS100A,MITG,0.58,4.0,19.0,-0.79,42.0,9.0,9.0
10732,137936389473,Australia,New South Wales,OMS-PDBS2,LF1837,MITG,0.68,4.0,19.0,-0.79,108.0,23.0,23.0
10733,137936389473,Australia,New South Wales,OMS-T10SB,186-0106,MITG,0.52,4.0,25.0,-0.84,137.0,22.0,22.0
10734,137936389473,Australia,New South Wales,OMS-T10SB,DS100A,MITG,0.58,4.0,25.0,-0.84,42.0,7.0,7.0
10735,137936389473,Australia,New South Wales,OMS-T10SB,LF1837,MITG,0.64,4.0,25.0,-0.84,108.0,17.0,0.0
10736,137936389473,Australia,New South Wales,PEDICAP,LF1837,MITG,0.53,2.0,24.0,-0.92,108.0,9.0,9.0
10737,137936389473,Australia,New South Wales,SIG60AXT,LF1837,MITG,0.78,101.0,108.0,-0.06,108.0,102.0,102.0
10738,137936389473,Australia,New South Wales,TECR1410DP2,DS100A,MITG,0.54,44.0,61.0,-0.28,42.0,30.0,0.0
10739,137936389473,Australia,New South Wales,TECR1410DP2,LF1837,MITG,0.68,44.0,61.0,-0.28,108.0,78.0,78.0
10740,138342365964,Australia,New South Wales,MMT-1891,MMT-7910W5,Diabetes,0.52,1.0,1.0,0.0,3.0,3.0,3.0
10741,138353293726,Australia,Queensland,173022,DS100A,MITG,0.6,2.0,7.0,-0.71,42.0,12.0,12.0
10742,138353293726,Australia,Queensland,173022,LF1837,MITG,0.72,2.0,7.0,-0.71,108.0,31.0,31.0
10743,138353293726,Australia,Queensland,173049,DS100A,MITG,0.63,11.0,46.0,-0.76,42.0,10.0,0.0
10744,138353293726,Australia,Queensland,173049,LF1837,MITG,0.79,11.0,46.0,-0.76,108.0,26.0,26.0
10745,138353293726,Australia,Queensland,173050G,LF1837,MITG,0.75,5.0,84.0,-0.94,108.0,6.0,6.0
10746,138353293726,Australia,Queensland,174006,LF1837,MITG,0.69,24.0,19.0,0.26,108.0,136.0,136.0
10747,138353293726,Australia,Queensland,176630,LF1837,MITG,0.72,1.0,147.0,-0.99,108.0,1.0,0.0
10748,138353293726,Australia,Queensland,176657,LF1837,MITG,0.71,5.0,75.0,-0.93,108.0,8.0,0.0
10749,138353293726,Australia,Queensland,EGIA45AMT,LF1837,MITG,0.77,8.0,28.0,-0.71,108.0,31.0,31.0
10750,138353293726,Australia,Queensland,EGIA45AVM,LF1837,MITG,0.78,11.0,16.0,-0.31,108.0,75.0,75.0
10751,138353293726,Australia,Queensland,EGIA60AMT,186-0106,MITG,0.57,7.0,109.0,-0.94,137.0,8.0,8.0
10752,138353293726,Australia,Queensland,EGIA60AMT,DS100A,MITG,0.59,7.0,109.0,-0.94,42.0,3.0,3.0
10753,138353293726,Australia,Queensland,EGIA60AMT,LF1837,MITG,0.74,7.0,109.0,-0.94,108.0,6.0,0.0
10754,138353293726,Australia,Queensland,EGIA60AVM,LF1837,MITG,0.78,4.0,30.0,-0.87,108.0,14.0,14.0
10755,138353293726,Australia,Queensland,EGIAUSTND,186-0106,MITG,0.59,45.0,68.0,-0.34,137.0,90.0,90.0
10756,138353293726,Australia,Queensland,EGIAUSTND,DS100A,MITG,0.61,45.0,68.0,-0.34,42.0,28.0,0.0
10757,138353293726,Australia,Queensland,EGIAUSTND,LF1837,MITG,0.78,45.0,68.0,-0.34,108.0,71.0,71.0
10758,138353293726,Australia,Queensland,GIA8038L,LF1837,MITG,0.79,8.0,21.0,-0.62,108.0,41.0,41.0
10759,138353293726,Australia,Queensland,GIA8038S,LF1837,MITG,0.78,30.0,78.0,-0.62,108.0,41.0,41.0
10760,138353293726,Australia,Queensland,LF1212,LF1837,MITG,0.71,8.0,12.0,-0.33,108.0,72.0,72.0
10761,138353293726,Australia,Queensland,LF1937,186-0106,MITG,0.56,8.0,125.0,-0.94,137.0,8.0,0.0
10762,138353293726,Australia,Queensland,LF1937,340-000-000,MITG,0.5,8.0,125.0,-0.94,24.0,1.0,1.0
10763,138353293726,Australia,Queensland,LF1937,DS100A,MITG,0.58,8.0,125.0,-0.94,42.0,3.0,0.0
10764,138353293726,Australia,Queensland,LF1937,LF1837,MITG,0.7,8.0,125.0,-0.94,108.0,6.0,6.0
10765,138353293726,Australia,Queensland,LF2019,DS100A,MITG,0.6,9.0,26.0,-0.65,42.0,15.0,15.0
10766,138353293726,Australia,Queensland,LF2019,LF1837,MITG,0.7,9.0,26.0,-0.65,108.0,38.0,38.0
10767,138353293726,Australia,Queensland,MMT-1891,MMT-7910W5,Diabetes,0.52,2.0,1.0,1.0,3.0,6.0,0.0
10768,138383883718,Australia,Queensland,MMT-1891,MMT-7910W5,Diabetes,0.52,1.0,1.0,0.0,3.0,3.0,0.0
10769,138406836843,Australia,Tasmania,MMT-7020C5,MMT-7810W1,Diabetes,0.51,4.0,26.0,-0.85,2.0,0.0,0.0
10770,138410848277,Australia,Queensland,MMT-7020C5,MMT-7810W1,Diabetes,0.51,2.0,26.0,-0.92,2.0,0.0,0.0
10771,138436913871,Australia,Queensland,MMT-1891,MMT-7910W5,Diabetes,0.52,1.0,1.0,0.0,3.0,3.0,0.0
10772,138451443967,Australia,New South Wales,MMT-7020C5,MMT-7810W1,Diabetes,0.51,1.0,26.0,-0.96,2.0,0.0,0.0
10773,138463144387,Australia,Victoria,MMT-7020C5,MMT-7810W1,Diabetes,0.51,13.0,26.0,-0.5,2.0,1.0,0.0
10774,138481286219,Australia,New South Wales,MMT-7020C5,MMT-7810W1,Diabetes,0.51,3.0,26.0,-0.88,2.0,0.0,0.0
10775,138481286219,Australia,New South Wales,MMT-7910W5,MMT-1891,Diabetes,0.88,1.0,3.0,-0.67,1.0,0.0,0.0
10776,138591076858,Australia,Tasmania,MMT-1891,MMT-7910W5,Diabetes,0.52,1.0,1.0,0.0,3.0,3.0,3.0
10777,138593438561,Australia,Victoria,MMT-7020C5,MMT-7810W1,Diabetes,0.51,9.0,26.0,-0.65,2.0,1.0,1.0
10778,138635047366,Australia,Victoria,MMT-7020C5,MMT-7810W1,Diabetes,0.51,12.0,26.0,-0.54,2.0,1.0,0.0
10779,138667261492,Australia,New South Wales,MMT-1891,MMT-7910W5,Diabetes,0.52,1.0,1.0,0.0,3.0,3.0,0.0
10780,138680924468,Australia,Victoria,MMT-7020C5,MMT-7810W1,Diabetes,0.51,2.0,26.0,-0.92,2.0,0.0,0.0
10781,138681027342,Australia,Queensland,MMT-1891,MMT-7910W5,Diabetes,0.52,1.0,1.0,0.0,3.0,3.0,3.0
10782,138681148837,Australia,Victoria,MMT-7020C5,MMT-7810W1,Diabetes,0.51,2.0,26.0,-0.92,2.0,0.0,0.0
10783,138689215912,Australia,Queensland,MMT-1891,MMT-7910W5,Diabetes,0.52,1.0,1.0,0.0,3.0,3.0,0.0
10784,138698688397,Australia,Western Australia,MMT-7020C5,MMT-7810W1,Diabetes,0.51,2.0,26.0,-0.92,2.0,0.0,0.0
