,Sold to Customer,Country,Customer region redefined,Pr CFN,recommend,Pr Division,confidence,Qty in Sales unit of measure (SUM),base average qty,base weightage qty,recommend average qty,final recommend qty,final recommend qty w probability
4248,120342386545,Australia,South Australia,176630,LF1837,MITG,0.72,34.0,147.0,-0.77,108.0,25.0,25.0
4249,120342386545,Australia,South Australia,186-0106,LF1837,MITG,0.51,4.0,137.0,-0.97,108.0,3.0,3.0
4250,120342386545,Australia,South Australia,340-000-000,X3-003-000,MITG,0.65,2.0,24.0,-0.92,6.0,0.0,0.0
4251,120342386545,Australia,South Australia,350-005-000,300-000-000,MITG,0.5,1.0,14.0,-0.93,4.0,0.0,0.0
4252,120342386545,Australia,South Australia,350-005-000,X3-003-000,MITG,0.75,1.0,14.0,-0.93,6.0,0.0,0.0
4253,120342386545,Australia,South Australia,350-013-000,300-000-000,MITG,0.51,3.0,13.0,-0.77,4.0,1.0,0.0
4254,120342386545,Australia,South Australia,350-013-000,X3-003-000,MITG,0.77,3.0,13.0,-0.77,6.0,1.0,1.0
4255,120342386545,Australia,South Australia,ABSTACK30X,DS100A,MITG,0.54,36.0,62.0,-0.42,42.0,24.0,0.0
4256,120342386545,Australia,South Australia,ABSTACK30X,LF1837,MITG,0.64,36.0,62.0,-0.42,108.0,63.0,0.0
4257,120342386545,Australia,South Australia,LF1212,LF1837,MITG,0.71,1.0,12.0,-0.92,108.0,9.0,0.0
4258,120342386545,Australia,South Australia,LF1937,DS100A,MITG,0.58,9.0,125.0,-0.93,42.0,3.0,3.0
4259,120342386545,Australia,South Australia,LF1937,LF1837,MITG,0.7,9.0,125.0,-0.93,108.0,8.0,0.0
4260,120342386545,Australia,South Australia,LF4418,DS100A,MITG,0.61,6.0,66.0,-0.91,42.0,4.0,4.0
4261,120342386545,Australia,South Australia,LF4418,LF1837,MITG,0.8,6.0,66.0,-0.91,108.0,10.0,10.0
4262,120342386545,Australia,South Australia,OMS-PDBS2,DS100A,MITG,0.58,31.0,19.0,0.63,42.0,68.0,68.0
4263,120342386545,Australia,South Australia,OMS-PDBS2,LF1837,MITG,0.68,31.0,19.0,0.63,108.0,176.0,176.0
4264,120342386545,Australia,South Australia,OMS-T10SB,DS100A,MITG,0.58,31.0,25.0,0.24,42.0,52.0,0.0
4265,120342386545,Australia,South Australia,OMS-T10SB,LF1837,MITG,0.64,31.0,25.0,0.24,108.0,134.0,134.0
4266,120342498222,Australia,New South Wales,173022,DS100A,MITG,0.6,1.0,7.0,-0.86,42.0,6.0,0.0
4267,120342498222,Australia,New South Wales,173022,LF1837,MITG,0.72,1.0,7.0,-0.86,108.0,15.0,15.0
4268,120342498222,Australia,New South Wales,174006,LF1837,MITG,0.69,3.0,19.0,-0.84,108.0,17.0,17.0
4269,120342498222,Australia,New South Wales,176647,LF1837,MITG,0.8,1.0,13.0,-0.92,108.0,9.0,0.0
4270,120342498222,Australia,New South Wales,340-000-000,X3-003-000,MITG,0.65,8.0,24.0,-0.67,6.0,2.0,2.0
4271,120342498222,Australia,New South Wales,350-005-000,300-000-000,MITG,0.5,1.0,14.0,-0.93,4.0,0.0,0.0
4272,120342498222,Australia,New South Wales,350-005-000,X3-003-000,MITG,0.75,1.0,14.0,-0.93,6.0,0.0,0.0
4273,120342498222,Australia,New South Wales,350-013-000,300-000-000,MITG,0.51,3.0,13.0,-0.77,4.0,1.0,1.0
4274,120342498222,Australia,New South Wales,350-013-000,X3-003-000,MITG,0.77,3.0,13.0,-0.77,6.0,1.0,1.0
4275,120342498222,Australia,New South Wales,8886803712,150462,MITG,0.53,19.0,113.0,-0.83,75.0,13.0,0.0
4276,120342498222,Australia,New South Wales,8886803712,186-0106,MITG,0.55,19.0,113.0,-0.83,137.0,23.0,23.0
4277,120342498222,Australia,New South Wales,8886803712,LF1837,MITG,0.54,19.0,113.0,-0.83,108.0,18.0,18.0
4278,120342498222,Australia,New South Wales,ABSTACK30X,186-0106,MITG,0.53,13.0,62.0,-0.79,137.0,29.0,0.0
4279,120342498222,Australia,New South Wales,ABSTACK30X,DS100A,MITG,0.54,13.0,62.0,-0.79,42.0,9.0,0.0
4280,120342498222,Australia,New South Wales,ABSTACK30X,LF1837,MITG,0.64,13.0,62.0,-0.79,108.0,23.0,0.0
4281,120342498222,Australia,New South Wales,EASYCAPII6,DS100A,MITG,0.5,2.0,18.0,-0.89,42.0,5.0,5.0
4282,120342498222,Australia,New South Wales,EASYCAPII6,LF1837,MITG,0.5,2.0,18.0,-0.89,108.0,12.0,0.0
4283,120342498222,Australia,New South Wales,LF1212,LF1837,MITG,0.71,4.0,12.0,-0.67,108.0,36.0,36.0
4284,120342498222,Australia,New South Wales,LF1937,186-0106,MITG,0.56,7.0,125.0,-0.94,137.0,8.0,8.0
4285,120342498222,Australia,New South Wales,LF1937,DS100A,MITG,0.58,7.0,125.0,-0.94,42.0,3.0,3.0
4286,120342498222,Australia,New South Wales,LF1937,LF1837,MITG,0.7,7.0,125.0,-0.94,108.0,6.0,6.0
4287,120342498222,Australia,New South Wales,LF2019,DS100A,MITG,0.6,8.0,26.0,-0.69,42.0,13.0,13.0
4288,120342498222,Australia,New South Wales,LF2019,LF1837,MITG,0.7,8.0,26.0,-0.69,108.0,33.0,0.0
4289,120342498222,Australia,New South Wales,OMS-T10SB,186-0106,MITG,0.52,3.0,25.0,-0.88,137.0,16.0,16.0
4290,120342498222,Australia,New South Wales,OMS-T10SB,DS100A,MITG,0.58,3.0,25.0,-0.88,42.0,5.0,5.0
4291,120342498222,Australia,New South Wales,OMS-T10SB,LF1837,MITG,0.64,3.0,25.0,-0.88,108.0,13.0,13.0
4292,120342498222,Australia,New South Wales,TECR1410DP2,DS100A,MITG,0.54,12.0,61.0,-0.8,42.0,8.0,0.0
4293,120342498222,Australia,New South Wales,TECR1410DP2,LF1837,MITG,0.68,12.0,61.0,-0.8,108.0,22.0,22.0
4294,120342537266,Australia,South Australia,340-000-000,X3-003-000,MITG,0.65,30.0,24.0,0.25,6.0,8.0,8.0
4295,120342537266,Australia,South Australia,350-005-000,X3-003-000,MITG,0.75,7.0,14.0,-0.5,6.0,3.0,3.0
4296,120342537266,Australia,South Australia,350-013-000,X3-003-000,MITG,0.77,7.0,13.0,-0.46,6.0,3.0,3.0
4297,120342537266,Australia,South Australia,ABSTACK30X,DS100A,MITG,0.54,15.0,62.0,-0.76,42.0,10.0,10.0
4298,120342537266,Australia,South Australia,EGIA60AMT,DS100A,MITG,0.59,5.0,109.0,-0.95,42.0,2.0,2.0
4299,120342537266,Australia,South Australia,EGIAUSTND,DS100A,MITG,0.61,19.0,68.0,-0.72,42.0,12.0,12.0
4300,120342537266,Australia,South Australia,LF1837,DS100A,MITG,0.58,1.0,108.0,-0.99,42.0,0.0,0.0
4301,120342537266,Australia,South Australia,LF1937,DS100A,MITG,0.58,76.0,125.0,-0.39,42.0,26.0,26.0
4302,120342537266,Australia,South Australia,LF4418,DS100A,MITG,0.61,18.0,66.0,-0.73,42.0,11.0,11.0
4303,120342537266,Australia,South Australia,OMS-PDBS2,DS100A,MITG,0.58,2.0,19.0,-0.89,42.0,5.0,0.0
4304,120342537266,Australia,South Australia,OMS-T10SB,DS100A,MITG,0.58,1.0,25.0,-0.96,42.0,2.0,2.0
4305,120342625217,Australia,Queensland,115-70,186-0106,MITG,0.65,4.0,17.0,-0.76,137.0,33.0,0.0
4306,120342625217,Australia,Queensland,115-70,LF1937,MITG,0.65,4.0,17.0,-0.76,125.0,30.0,30.0
4307,120342625217,Australia,Queensland,115-80,186-0106,MITG,0.66,4.0,16.0,-0.75,137.0,34.0,34.0
4308,120342625217,Australia,Queensland,115-80,LF1937,MITG,0.64,4.0,16.0,-0.75,125.0,31.0,31.0
4309,120342625217,Australia,Queensland,118-70,186-0106,MITG,0.66,1.0,19.0,-0.95,137.0,7.0,0.0
4310,120342625217,Australia,Queensland,174006,LF1837,MITG,0.69,1.0,19.0,-0.95,108.0,5.0,5.0
4311,120342625217,Australia,Queensland,176647,LF1837,MITG,0.8,1.0,13.0,-0.92,108.0,9.0,9.0
4312,120342625217,Australia,Queensland,E1455,LF1837,MITG,0.61,22.0,45.0,-0.51,108.0,53.0,53.0
4313,120342625217,Australia,Queensland,EGIA45AMT,LF1837,MITG,0.77,1.0,28.0,-0.96,108.0,4.0,4.0
4314,120342625217,Australia,Queensland,EGIA45AVM,LF1837,MITG,0.78,1.0,16.0,-0.94,108.0,6.0,6.0
4315,120342625217,Australia,Queensland,EGIA60AMT,186-0106,MITG,0.57,2.0,109.0,-0.98,137.0,3.0,0.0
4316,120342625217,Australia,Queensland,EGIA60AMT,DS100A,MITG,0.59,2.0,109.0,-0.98,42.0,1.0,1.0
4317,120342625217,Australia,Queensland,EGIA60AMT,LF1837,MITG,0.74,2.0,109.0,-0.98,108.0,2.0,0.0
4318,120342625217,Australia,Queensland,EGIA60AVM,LF1837,MITG,0.78,1.0,30.0,-0.97,108.0,3.0,3.0
4319,120342625217,Australia,Queensland,EGIA60AVM,LF1937,MITG,0.86,1.0,30.0,-0.97,125.0,4.0,4.0
4320,120342625217,Australia,Queensland,EGIAUSTND,186-0106,MITG,0.59,16.0,68.0,-0.76,137.0,33.0,33.0
4321,120342625217,Australia,Queensland,EGIAUSTND,DS100A,MITG,0.61,16.0,68.0,-0.76,42.0,10.0,10.0
4322,120342625217,Australia,Queensland,EGIAUSTND,LF1837,MITG,0.78,16.0,68.0,-0.76,108.0,26.0,26.0
4323,120342625217,Australia,Queensland,GIA8038S,LF1837,MITG,0.78,6.0,78.0,-0.92,108.0,9.0,9.0
4324,120342625217,Australia,Queensland,LF1212,LF1837,MITG,0.71,3.0,12.0,-0.75,108.0,27.0,27.0
4325,120342625217,Australia,Queensland,LF4418,186-0106,MITG,0.57,6.0,66.0,-0.91,137.0,12.0,0.0
4326,120342625217,Australia,Queensland,LF4418,340-000-000,MITG,0.52,6.0,66.0,-0.91,24.0,2.0,2.0
4327,120342625217,Australia,Queensland,LF4418,DS100A,MITG,0.61,6.0,66.0,-0.91,42.0,4.0,0.0
4328,120342625217,Australia,Queensland,LF4418,LF1837,MITG,0.8,6.0,66.0,-0.91,108.0,10.0,10.0
4329,120342625217,Australia,Queensland,OMS-PDBS2,340-000-000,MITG,0.51,4.0,19.0,-0.79,24.0,5.0,0.0
4330,120342625217,Australia,Queensland,OMS-PDBS2,DS100A,MITG,0.58,4.0,19.0,-0.79,42.0,9.0,9.0
4331,120342625217,Australia,Queensland,OMS-PDBS2,LF1837,MITG,0.68,4.0,19.0,-0.79,108.0,23.0,0.0
4332,120342625217,Australia,Queensland,OMS-T10SB,186-0106,MITG,0.52,6.0,25.0,-0.76,137.0,33.0,33.0
4333,120342625217,Australia,Queensland,OMS-T10SB,DS100A,MITG,0.58,6.0,25.0,-0.76,42.0,10.0,10.0
4334,120342625217,Australia,Queensland,OMS-T10SB,LF1837,MITG,0.64,6.0,25.0,-0.76,108.0,26.0,26.0
4335,120342625217,Australia,Queensland,PEDICAP,LF1837,MITG,0.53,10.0,24.0,-0.58,108.0,45.0,45.0
4336,120342925762,Australia,Queensland,300-000-000,350-005-000,MITG,0.8,1.0,4.0,-0.75,14.0,4.0,0.0
4337,120342925762,Australia,Queensland,300-000-000,350-013-000,MITG,0.83,1.0,4.0,-0.75,13.0,3.0,3.0
4338,120342925762,Australia,Queensland,340-000-000,350-005-000,MITG,0.77,1.0,24.0,-0.96,14.0,1.0,0.0
4339,120342925762,Australia,Queensland,340-000-000,350-013-000,MITG,0.77,1.0,24.0,-0.96,13.0,1.0,1.0
4340,120342925762,Australia,Queensland,340-000-000,X3-003-000,MITG,0.65,1.0,24.0,-0.96,6.0,0.0,0.0
4341,120342925762,Australia,Queensland,8888247031,150462,MITG,0.5,1.0,36.0,-0.97,75.0,2.0,2.0
4342,120342925762,Australia,Queensland,8888247031,186-0106,MITG,0.59,1.0,36.0,-0.97,137.0,4.0,4.0
4343,120342925762,Australia,Queensland,8888247031,LF1837,MITG,0.53,1.0,36.0,-0.97,108.0,3.0,3.0
4344,120342925762,Australia,Queensland,8888247056,186-0106,MITG,0.61,1.0,21.0,-0.95,137.0,7.0,7.0
4345,120342925762,Australia,Queensland,8888247056,LF1837,MITG,0.54,1.0,21.0,-0.95,108.0,5.0,5.0
4346,120342925762,Australia,Queensland,8888247056,LF1937,MITG,0.62,1.0,21.0,-0.95,125.0,6.0,6.0
4347,120342925762,Australia,Queensland,D-YS,DS100A,MITG,0.8,1.0,9.0,-0.89,42.0,5.0,5.0
4348,120342925762,Australia,Queensland,E1455,LF1837,MITG,0.61,5.0,45.0,-0.89,108.0,12.0,12.0
4349,120342925762,Australia,Queensland,EASYCAPII6,DS100A,MITG,0.5,3.0,18.0,-0.83,42.0,7.0,7.0
4350,120342925762,Australia,Queensland,EASYCAPII6,LF1837,MITG,0.5,3.0,18.0,-0.83,108.0,18.0,0.0
4351,120343087649,Australia,Western Australia,173022,DS100A,MITG,0.6,6.0,7.0,-0.14,42.0,36.0,0.0
4352,120343087649,Australia,Western Australia,173049,DS100A,MITG,0.63,9.0,46.0,-0.8,42.0,8.0,8.0
4353,120343087649,Australia,Western Australia,8886803712,150462,MITG,0.53,138.0,113.0,0.22,75.0,92.0,92.0
4354,120343087649,Australia,Western Australia,8888247031,150462,MITG,0.5,24.0,36.0,-0.33,75.0,50.0,50.0
4355,120343087649,Australia,Western Australia,ABSTACK30X,DS100A,MITG,0.54,166.0,62.0,1.68,42.0,113.0,113.0
4356,120343087649,Australia,Western Australia,EASYCAPII6,DS100A,MITG,0.5,7.0,18.0,-0.61,42.0,16.0,16.0
4357,120343087649,Australia,Western Australia,EGIA60AMT,DS100A,MITG,0.59,305.67,109.0,1.8,42.0,118.0,118.0
4358,120343087649,Australia,Western Australia,EGIAUSTND,DS100A,MITG,0.61,34.0,68.0,-0.5,42.0,21.0,21.0
4359,120343087649,Australia,Western Australia,LF1837,DS100A,MITG,0.58,68.0,108.0,-0.37,42.0,26.0,0.0
4360,120343087649,Australia,Western Australia,LF1937,DS100A,MITG,0.58,201.0,125.0,0.61,42.0,68.0,0.0
4361,120343087649,Australia,Western Australia,LF2019,DS100A,MITG,0.6,30.0,26.0,0.15,42.0,48.0,0.0
4362,120343087649,Australia,Western Australia,LF4418,DS100A,MITG,0.61,4.0,66.0,-0.94,42.0,3.0,3.0
4363,120343087649,Australia,Western Australia,OMS-PDBS2,DS100A,MITG,0.58,15.0,19.0,-0.21,42.0,33.0,33.0
4364,120343087649,Australia,Western Australia,OMS-T10SB,DS100A,MITG,0.58,14.0,25.0,-0.44,42.0,24.0,0.0
4365,120343087649,Australia,Western Australia,TECR1410DP2,DS100A,MITG,0.54,99.0,61.0,0.62,42.0,68.0,0.0
4366,120343196365,Australia,Victoria,115-70,186-0106,MITG,0.65,6.0,17.0,-0.65,137.0,48.0,0.0
4367,120343196365,Australia,Victoria,115-80,186-0106,MITG,0.66,1.0,16.0,-0.94,137.0,8.0,8.0
4368,120343196365,Australia,Victoria,118-70,186-0106,MITG,0.66,0.3,19.0,-0.98,137.0,3.0,3.0
4369,120343196365,Australia,Victoria,118-80,186-0106,MITG,0.69,0.3,20.0,-0.98,137.0,3.0,0.0
4370,120343196365,Australia,Victoria,173050G,LF1837,MITG,0.75,47.0,84.0,-0.44,108.0,60.0,0.0
4371,120343196365,Australia,Victoria,340-000-000,350-005-000,MITG,0.77,2.0,24.0,-0.92,14.0,1.0,1.0
4372,120343196365,Australia,Victoria,340-000-000,350-013-000,MITG,0.77,2.0,24.0,-0.92,13.0,1.0,1.0
4373,120343196365,Australia,Victoria,340-000-000,X3-003-000,MITG,0.65,2.0,24.0,-0.92,6.0,0.0,0.0
4374,120343196365,Australia,Victoria,EGIA45AMT,LF1837,MITG,0.77,10.0,28.0,-0.64,108.0,39.0,39.0
4375,120343196365,Australia,Victoria,EGIA60AMT,186-0106,MITG,0.57,244.0,109.0,1.24,137.0,307.0,0.0
4376,120343196365,Australia,Victoria,EGIA60AMT,DS100A,MITG,0.59,244.0,109.0,1.24,42.0,94.0,0.0
4377,120343196365,Australia,Victoria,EGIA60AMT,LF1837,MITG,0.74,244.0,109.0,1.24,108.0,242.0,242.0
4378,120343196365,Australia,Victoria,LF1937,186-0106,MITG,0.56,84.0,125.0,-0.33,137.0,92.0,0.0
4379,120343196365,Australia,Victoria,LF1937,DS100A,MITG,0.58,84.0,125.0,-0.33,42.0,28.0,28.0
4380,120343196365,Australia,Victoria,LF1937,LF1837,MITG,0.7,84.0,125.0,-0.33,108.0,72.0,72.0
4381,120343369246,Australia,Victoria,MMT-7020C5,MMT-7810W1,Diabetes,0.51,1.0,26.0,-0.96,2.0,0.0,0.0
4382,120343939473,Australia,New South Wales,173022,DS100A,MITG,0.6,1.0,7.0,-0.86,42.0,6.0,6.0
4383,120343939473,Australia,New South Wales,173022,LF1837,MITG,0.72,1.0,7.0,-0.86,108.0,15.0,15.0
4384,120343939473,Australia,New South Wales,300-000-000,350-005-000,MITG,0.8,1.0,4.0,-0.75,14.0,4.0,4.0
4385,120343939473,Australia,New South Wales,340-000-000,350-005-000,MITG,0.77,15.0,24.0,-0.38,14.0,9.0,0.0
4386,120343939473,Australia,New South Wales,340-000-000,X3-003-000,MITG,0.65,15.0,24.0,-0.38,6.0,4.0,4.0
4387,120343939473,Australia,New South Wales,350-013-000,350-005-000,MITG,0.91,2.0,13.0,-0.85,14.0,2.0,2.0
4388,120343939473,Australia,New South Wales,350-013-000,X3-003-000,MITG,0.77,2.0,13.0,-0.85,6.0,1.0,1.0
4389,120343939473,Australia,New South Wales,ABSTACK30X,186-0106,MITG,0.53,9.0,62.0,-0.85,137.0,21.0,21.0
4390,120343939473,Australia,New South Wales,ABSTACK30X,DS100A,MITG,0.54,9.0,62.0,-0.85,42.0,6.0,0.0
4391,120343939473,Australia,New South Wales,ABSTACK30X,LF1837,MITG,0.64,9.0,62.0,-0.85,108.0,16.0,16.0
4392,120343939473,Australia,New South Wales,E1455,LF1837,MITG,0.61,2.0,45.0,-0.96,108.0,4.0,0.0
4393,120343939473,Australia,New South Wales,LF1212,LF1837,MITG,0.71,2.0,12.0,-0.83,108.0,18.0,18.0
4394,120343939473,Australia,New South Wales,LF1937,186-0106,MITG,0.56,13.0,125.0,-0.9,137.0,14.0,14.0
4395,120343939473,Australia,New South Wales,LF1937,DS100A,MITG,0.58,13.0,125.0,-0.9,42.0,4.0,0.0
4396,120343939473,Australia,New South Wales,LF1937,LF1837,MITG,0.7,13.0,125.0,-0.9,108.0,11.0,0.0
4397,120343939473,Australia,New South Wales,OMS-PDBS2,DS100A,MITG,0.58,2.0,19.0,-0.89,42.0,5.0,5.0
4398,120343939473,Australia,New South Wales,OMS-PDBS2,LF1837,MITG,0.68,2.0,19.0,-0.89,108.0,12.0,0.0
4399,120343939473,Australia,New South Wales,OMS-T10SB,186-0106,MITG,0.52,2.0,25.0,-0.92,137.0,11.0,0.0
4400,120343939473,Australia,New South Wales,OMS-T10SB,DS100A,MITG,0.58,2.0,25.0,-0.92,42.0,3.0,0.0
4401,120343939473,Australia,New South Wales,OMS-T10SB,LF1837,MITG,0.64,2.0,25.0,-0.92,108.0,9.0,9.0
4402,120343939473,Australia,New South Wales,TECR1410DP2,DS100A,MITG,0.54,2.0,61.0,-0.97,42.0,1.0,1.0
4403,120343939473,Australia,New South Wales,TECR1410DP2,LF1837,MITG,0.68,2.0,61.0,-0.97,108.0,3.0,0.0
4404,120344857799,Australia,New South Wales,MMT-1891,MMT-7910W5,Diabetes,0.52,1.0,1.0,0.0,3.0,3.0,3.0
4405,120345482289,Australia,Victoria,MMT-7910W5,MMT-7020C5,Diabetes,0.95,1.0,3.0,-0.67,26.0,9.0,9.0
4406,120345522664,Australia,Victoria,MMT-1891,MMT-7910W5,Diabetes,0.52,1.0,1.0,0.0,3.0,3.0,3.0
4407,120345924995,Australia,New South Wales,MMT-1891,MMT-7910W5,Diabetes,0.52,1.0,1.0,0.0,3.0,3.0,0.0
4408,120346124164,Australia,South Australia,174006,LF1837,MITG,0.69,10.0,19.0,-0.47,108.0,57.0,57.0
4409,120346124164,Australia,South Australia,176657,LF1837,MITG,0.71,21.0,75.0,-0.72,108.0,30.0,30.0
4410,120346124164,Australia,South Australia,186-0106,LF1837,MITG,0.51,3.0,137.0,-0.98,108.0,2.0,0.0
4411,120346124164,Australia,South Australia,340-000-000,350-005-000,MITG,0.77,2.0,24.0,-0.92,14.0,1.0,0.0
4412,120346124164,Australia,South Australia,340-000-000,350-013-000,MITG,0.77,2.0,24.0,-0.92,13.0,1.0,0.0
4413,120346124164,Australia,South Australia,340-000-000,X3-003-000,MITG,0.65,2.0,24.0,-0.92,6.0,0.0,0.0
4414,120346124164,Australia,South Australia,D-YS,DS100A,MITG,0.8,3.0,9.0,-0.67,42.0,14.0,14.0
4415,120346124164,Australia,South Australia,OMS-PDB1000,LF1837,MITG,0.69,10.0,12.0,-0.17,108.0,90.0,90.0
4416,120346124164,Australia,South Australia,OMS-T10SB,DS100A,MITG,0.58,10.0,25.0,-0.6,42.0,17.0,0.0
4417,120346124164,Australia,South Australia,OMS-T10SB,LF1837,MITG,0.64,10.0,25.0,-0.6,108.0,43.0,43.0
4418,120346124164,Australia,South Australia,PEDICAP,LF1837,MITG,0.53,1.0,24.0,-0.96,108.0,4.0,0.0
4419,120346698127,Australia,Queensland,MMT-1891,MMT-7910W5,Diabetes,0.52,1.0,1.0,0.0,3.0,3.0,3.0
4420,120346768865,Australia,New South Wales,173022,DS100A,MITG,0.6,1.0,7.0,-0.86,42.0,6.0,6.0
4421,120346768865,Australia,New South Wales,ABSTACK30X,DS100A,MITG,0.54,25.0,62.0,-0.6,42.0,17.0,0.0
4422,120346768865,Australia,New South Wales,LF1837,DS100A,MITG,0.58,8.0,108.0,-0.93,42.0,3.0,3.0
4423,120346768865,Australia,New South Wales,OMS-PDBS2,340-000-000,MITG,0.51,64.0,19.0,2.37,24.0,81.0,0.0
4424,120346768865,Australia,New South Wales,OMS-PDBS2,DS100A,MITG,0.58,64.0,19.0,2.37,42.0,142.0,142.0
4425,120346768865,Australia,New South Wales,OMS-T10SB,DS100A,MITG,0.58,67.0,25.0,1.68,42.0,113.0,113.0
4426,120346858485,Australia,New South Wales,340-000-000,350-005-000,MITG,0.77,1.0,24.0,-0.96,14.0,1.0,0.0
4427,120346858485,Australia,New South Wales,340-000-000,350-013-000,MITG,0.77,1.0,24.0,-0.96,13.0,1.0,1.0
4428,120346858485,Australia,New South Wales,340-000-000,X3-003-000,MITG,0.65,1.0,24.0,-0.96,6.0,0.0,0.0
4429,120347758437,Australia,Queensland,173022,DS100A,MITG,0.6,1.0,7.0,-0.86,42.0,6.0,0.0
4430,120347758437,Australia,Queensland,8886803712,150462,MITG,0.53,3.0,113.0,-0.97,75.0,2.0,2.0
4431,120347758437,Australia,Queensland,8886803712,186-0106,MITG,0.55,3.0,113.0,-0.97,137.0,4.0,4.0
4432,120347758437,Australia,Queensland,ABSTACK30X,186-0106,MITG,0.53,21.0,62.0,-0.66,137.0,47.0,47.0
4433,120347758437,Australia,Queensland,ABSTACK30X,DS100A,MITG,0.54,21.0,62.0,-0.66,42.0,14.0,14.0
4434,120347758437,Australia,Queensland,EGIA60AMT,186-0106,MITG,0.57,3.0,109.0,-0.97,137.0,4.0,4.0
4435,120347758437,Australia,Queensland,EGIA60AMT,DS100A,MITG,0.59,3.0,109.0,-0.97,42.0,1.0,0.0
4436,120347758437,Australia,Queensland,EGIAUSTND,186-0106,MITG,0.59,5.0,68.0,-0.93,137.0,10.0,0.0
4437,120347758437,Australia,Queensland,EGIAUSTND,DS100A,MITG,0.61,5.0,68.0,-0.93,42.0,3.0,3.0
4438,120347758437,Australia,Queensland,LF1837,186-0106,MITG,0.57,27.0,108.0,-0.75,137.0,34.0,34.0
4439,120347758437,Australia,Queensland,LF1837,DS100A,MITG,0.58,27.0,108.0,-0.75,42.0,10.0,10.0
4440,120347758437,Australia,Queensland,LF1937,186-0106,MITG,0.56,36.0,125.0,-0.71,137.0,40.0,0.0
4441,120347758437,Australia,Queensland,LF1937,340-000-000,MITG,0.5,36.0,125.0,-0.71,24.0,7.0,7.0
4442,120347758437,Australia,Queensland,LF1937,DS100A,MITG,0.58,36.0,125.0,-0.71,42.0,12.0,0.0
4443,120347758437,Australia,Queensland,LF4418,186-0106,MITG,0.57,12.0,66.0,-0.82,137.0,25.0,25.0
4444,120347758437,Australia,Queensland,LF4418,340-000-000,MITG,0.52,12.0,66.0,-0.82,24.0,4.0,0.0
4445,120347758437,Australia,Queensland,LF4418,DS100A,MITG,0.61,12.0,66.0,-0.82,42.0,8.0,0.0
4446,120347758437,Australia,Queensland,OMS-PDBS2,340-000-000,MITG,0.51,162.0,19.0,7.53,24.0,205.0,205.0
4447,120347758437,Australia,Queensland,OMS-PDBS2,DS100A,MITG,0.58,162.0,19.0,7.53,42.0,358.0,358.0
4448,120347758437,Australia,Queensland,OMS-T10SB,186-0106,MITG,0.52,140.0,25.0,4.6,137.0,767.0,0.0
4449,120347758437,Australia,Queensland,OMS-T10SB,DS100A,MITG,0.58,140.0,25.0,4.6,42.0,235.0,235.0
4450,120347758437,Australia,Queensland,TECR1410DP2,DS100A,MITG,0.54,10.0,61.0,-0.84,42.0,7.0,7.0
4451,120347862171,Australia,Queensland,173049,DS100A,MITG,0.63,5.0,46.0,-0.89,42.0,5.0,5.0
4452,120347862171,Australia,Queensland,173049,LF1837,MITG,0.79,5.0,46.0,-0.89,108.0,12.0,12.0
4453,120347862171,Australia,Queensland,186-0106,LF1837,MITG,0.51,32.0,137.0,-0.77,108.0,25.0,25.0
4454,120347862171,Australia,Queensland,350-005-000,300-000-000,MITG,0.5,8.0,14.0,-0.43,4.0,2.0,0.0
4455,120347862171,Australia,Queensland,350-013-000,300-000-000,MITG,0.51,4.0,13.0,-0.69,4.0,1.0,1.0
4456,120347862171,Australia,Queensland,8886803712,150462,MITG,0.53,26.0,113.0,-0.77,75.0,17.0,0.0
4457,120347862171,Australia,Queensland,8886803712,LF1837,MITG,0.54,26.0,113.0,-0.77,108.0,25.0,0.0
4458,120347862171,Australia,Queensland,8888247031,150462,MITG,0.5,2.9,36.0,-0.92,75.0,6.0,0.0
4459,120347862171,Australia,Queensland,8888247031,LF1837,MITG,0.53,2.9,36.0,-0.92,108.0,9.0,9.0
4460,120347862171,Australia,Queensland,8888247056,LF1837,MITG,0.54,1.3,21.0,-0.94,108.0,6.0,6.0
4461,120347862171,Australia,Queensland,D-YS,DS100A,MITG,0.8,1.0,9.0,-0.89,42.0,5.0,0.0
4462,120347862171,Australia,Queensland,EASYCAPII6,DS100A,MITG,0.5,1.0,18.0,-0.94,42.0,3.0,0.0
4463,120347862171,Australia,Queensland,EASYCAPII6,LF1837,MITG,0.5,1.0,18.0,-0.94,108.0,6.0,0.0
4464,120347862171,Australia,Queensland,EGIAUSTND,DS100A,MITG,0.61,2.0,68.0,-0.97,42.0,1.0,1.0
4465,120347862171,Australia,Queensland,EGIAUSTND,LF1837,MITG,0.78,2.0,68.0,-0.97,108.0,3.0,3.0
4466,120347862171,Australia,Queensland,LF1212,LF1837,MITG,0.71,9.0,12.0,-0.25,108.0,81.0,81.0
4467,120347862171,Australia,Queensland,LF1937,DS100A,MITG,0.58,9.0,125.0,-0.93,42.0,3.0,3.0
4468,120347862171,Australia,Queensland,LF1937,LF1837,MITG,0.7,9.0,125.0,-0.93,108.0,8.0,0.0
4469,120347862171,Australia,Queensland,LF4418,DS100A,MITG,0.61,9.0,66.0,-0.86,42.0,6.0,6.0
4470,120347862171,Australia,Queensland,LF4418,LF1837,MITG,0.8,9.0,66.0,-0.86,108.0,15.0,0.0
