,Product,date,predict,Unnamed: 0,actual,material_x,y,material_y,lower,upper,base,cmb_pred
230,150462,2020-11-01,685.5099597637657,7,761.53,150462,,,,,150462,
231,150462,2020-12-01,694.4856161953862,8,981.9,150462,,,,,150462,
232,150462,2021-01-01,702.293554252081,9,632.08,150462,,,,,150462,
233,150462,2021-02-01,709.1584712039614,10,686.98,150462,,,,,150462,
234,150462,2021-03-01,714.3990649154483,11,910.88,150462,,,,,150462,
235,150462,2021-04-01,719.3627862175147,12,816.17,150462,,,,,150462,
236,150462,2021-05-01,723.6964370265608,13,660.0,150462,,,,,150462,
237,150462,2021-06-01,727.5093939052716,14,627.0,150462,,,,,150462,
238,150462,2021-07-01,730.3568950246724,15,646.0,150462,,,,,150462,
239,150462,2021-08-01,732.9399841899029,16,766.0,150462,,,,,150462,
240,150462,2021-09-01,735.1564105448522,17,920.0,150462,,,,,150462,
241,150462,2021-10-01,737.3013392754483,18,848.0,150462,,,,,150462,
242,150462,2021-11-01,739.5177656303975,19,577.0,150462,,,,,150462,
243,150462,2021-12-01,741.6626943609936,20,562.0,150462,,,,,150462,
244,150462,2022-01-01,743.8791207159428,21,677.0,150462,696.167606474727,150462,368.7475177233192,1023.5876952261348,150462,720.0233635953349
245,150462,2022-02-01,746.095547070892,22,,,688.6376018086036,150462,326.30656653765413,1050.968637079553,150462,717.3665744397479
246,150462,2022-03-01,748.0974805527818,23,,,688.6376018086036,150462,326.30656653765413,1050.968637079553,150462,718.3675411806927
247,150462,2022-04-01,750.3139069077309,24,,,688.6376018086036,150462,326.30656653765413,1050.968637079553,150462,719.4757543581673
248,150462,2022-05-01,752.4588356383272,25,,,688.6376018086036,150462,326.30656653765413,1050.968637079553,150462,720.5482187234654
249,150462,2022-06-01,754.6752619932763,26,,,688.6376018086036,150462,326.30656653765413,1050.968637079553,150462,721.6564319009399
250,150462,2022-07-01,756.8201907238724,27,,,688.6376018086036,150462,326.30656653765413,1050.968637079553,150462,722.728896266238
251,150462,2022-08-01,759.0366170788217,28,,,688.6376018086036,150462,326.30656653765413,1050.968637079553,150462,723.8371094437126
252,150462,2022-09-01,761.253043433771,29,,,688.6376018086036,150462,326.30656653765413,1050.968637079553,150462,724.9453226211873
253,150462,2022-10-01,763.397972164367,30,,,688.6376018086036,150462,326.30656653765413,1050.968637079553,150462,726.0177869864854
254,150462,2022-11-01,765.6143985193163,31,,,688.6376018086036,150462,326.30656653765413,1050.968637079553,150462,727.1260001639599
255,150462,2022-12-01,767.7593272499123,32,,,688.6376018086036,150462,326.30656653765413,1050.968637079553,150462,728.198464529258
256,150462,2023-01-01,769.9757536048617,33,,,688.6376018086036,150462,326.30656653765413,1050.968637079553,150462,729.3066777067327
257,150462,2023-02-01,772.1921799598109,34,,,688.6376018086036,150462,326.30656653765413,1050.968637079553,150462,730.4148908842072
258,150462,2023-03-01,774.1941134417007,35,,,688.6376018086036,150462,326.30656653765413,1050.968637079553,150462,731.4158576251521
259,150462,2023-04-01,776.4105397966498,36,,,688.6376018086036,150462,326.30656653765413,1050.968637079553,150462,732.5240708026267
260,150462,2023-05-01,778.5554685272459,37,,,688.6376018086036,150462,326.30656653765413,1050.968637079553,150462,733.5965351679247
261,150462,2023-06-01,780.7718948821952,38,,,688.6376018086036,150462,326.30656653765413,1050.968637079553,150462,734.7047483453994
262,150462,2023-07-01,782.9168236127912,39,,,688.6376018086036,150462,326.30656653765413,1050.968637079553,150462,735.7772127106973
263,150462,2023-08-01,785.1332499677405,40,,,688.6376018086036,150462,326.30656653765413,1050.968637079553,150462,736.885425888172
264,150462,2023-09-01,787.3496763226897,41,,,688.6376018086036,150462,326.30656653765413,1050.968637079553,150462,737.9936390656467
265,150462,2023-10-01,789.4946050532858,42,,,688.6376018086036,150462,326.30656653765413,1050.968637079553,150462,739.0661034309446
266,150462,2023-11-01,791.711031408235,43,,,688.6376018086036,150462,326.30656653765413,1050.968637079553,150462,740.1743166084193
267,150462,2023-12-01,793.8559601388312,44,,,688.6376018086036,150462,326.30656653765413,1050.968637079553,150462,741.2467809737174
268,150462,2024-01-01,796.0723864937804,45,,,688.6376018086036,150462,326.30656653765413,1050.968637079553,150462,742.3549941511919
